Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,Carbon_Intensity_per_MW
00:00,-51,4366,697,296,174,278,0,2258,5066,3182,-36,7281,0,259.40102915951974
00:05,-51,4326,697,295,175,279,0,2256,5150,2928,573,7140,0,255.74944774851318
00:10,-51,4281,697,292,173,281,0,2257,5259,2867,987,6842,0,250.96216444726272
00:15,-51,4240,697,292,174,279,0,2257,5314,2891,819,6859,0,253.63904345240624
00:20,-51,4182,697,294,173,278,0,2256,5319,2763,798,7038,0,257.2650510204082
00:25,-51,4124,697,291,174,279,0,2257,5393,2613,866,6984,0,258.9037993076627
00:30,-51,4098,697,291,173,279,0,2257,5458,2617,790,6901,0,259.9494888755262
00:35,-51,4059,699,292,174,278,0,2257,5455,2620,697,6918,0,261.46752406024774
00:40,-51,4015,699,292,174,278,0,2257,5512,2618,654,6836,0,262.34627228173656
00:45,-51,3990,699,292,174,277,0,2256,5565,2550,539,6925,0,265.89795563288385
00:50,-51,3932,699,293,174,277,0,2257,5580,2550,399,7016,0,269.03231441048035
00:55,-51,3868,699,294,174,277,0,2256,5622,2567,359,6908,0,269.6038158878094
01:00,-51,3778,698,295,175,277,0,2257,5692,2577,303,6856,0,271.4494277760594
01:05,-52,3674,699,296,174,277,0,2256,5693,2596,134,7148,0,276.76647551830615
01:10,-51,3565,699,294,175,278,0,2256,5780,2546,144,7286,0,280.33800835348427
01:15,-51,3482,699,295,176,278,0,2257,5923,2548,163,7091,0,280.9106653706813
01:20,-51,3396,698,293,174,279,0,2256,5986,2549,104,7051,0,282.9796952059359
01:25,-52,3333,699,294,176,279,0,2257,6050,2539,50,7057,0,285.1404141616566
01:30,-52,3351,698,293,175,279,0,2256,6156,2510,-89,7025,0,286.6532229344729
01:35,-52,3419,699,294,174,279,0,2256,6176,2467,-209,7039,0,286.596519268336
01:40,-52,3431,700,295,174,278,0,2256,6137,2401,-301,7080,0,287.152620806265
01:45,-51,3425,700,296,173,279,0,2256,6132,2381,-445,7164,0,288.02175167576684
01:50,-52,3399,699,295,173,280,0,2256,6099,2384,-532,7234,0,288.5260215626248
01:55,-52,3383,699,295,173,279,0,2257,6050,2397,-533,7210,0,287.94560185185185
02:00,-52,3385,699,294,173,279,0,2256,5992,2399,-537,7183,0,287.19315490818104
02:05,-52,3378,699,293,173,279,0,2256,5916,2423,-341,6962,0,284.6715837104072
02:10,-53,3446,698,290,173,278,0,2257,5824,2484,-408,6857,0,281.4687911389532
02:15,-53,3474,699,292,173,279,0,2255,5764,2517,-501,6847,0,280.1043549339267
02:20,-53,3461,699,292,173,278,0,2256,5719,2457,-514,6843,0,280.4905936073059
02:25,-53,3482,699,289,174,278,0,2255,5654,2442,-523,6865,0,279.9731930466606
02:30,-54,3480,699,295,174,278,0,2256,5609,2420,-568,6882,0,279.9291313316525
02:35,-54,3433,699,294,174,278,0,2256,5588,2367,-469,6798,0,280.2766439909297
02:40,-54,3376,699,282,173,278,0,2256,5548,2272,-339,6807,0,281.8378555083361
02:45,-54,3339,699,282,173,278,0,2256,5529,2261,-318,6832,0,282.4493940386505
02:50,-54,3301,699,280,174,277,0,2256,5534,2179,-256,6837,0,284.0203198494826
02:55,-54,3238,699,281,174,277,0,2256,5546,2170,-245,6861,0,285.2395759717314
03:00,-54,3218,700,286,174,277,0,2256,5596,2205,-252,6776,0,284.86389137711564
03:05,-54,3234,701,289,173,278,0,2256,5692,2230,-287,6563,0,283.59958368814455
03:10,-54,3236,701,292,174,278,0,2256,5665,2231,-248,6573,0,283.3664331692541
03:15,-54,3214,701,292,174,278,0,2256,5624,2249,-175,6545,0,282.8042745191166
03:20,-54,3209,701,294,174,278,0,2256,5607,2264,-189,6546,0,282.51978528335945
03:25,-54,3196,702,297,174,278,0,2256,5642,2299,-328,6556,0,282.66196382918287
03:30,-55,3134,701,297,174,278,0,2256,5696,2296,-522,6733,0,285.4156057687791
03:35,-55,3029,702,298,174,279,0,2255,5687,2319,-590,6904,0,287.7073193560464
03:40,-55,2898,701,300,175,279,0,2257,5715,2404,-367,6717,0,287.16606037700194
03:45,-55,2832,701,299,175,279,0,2256,5794,2425,-273,6541,0,287.18184845169577
03:50,-55,2826,701,299,175,279,0,2256,5826,2447,-280,6504,0,287.0072263953599
03:55,-55,2870,701,301,175,279,0,2256,5846,2445,-309,6415,0,285.95363891665477
04:00,-55,2886,702,303,175,279,0,2255,5890,2378,-207,6288,0,286.0123580974278
04:05,-55,2891,702,306,174,278,0,2256,5903,2364,-193,6378,0,286.93363211595306
04:10,-55,2904,702,306,174,278,0,2257,5871,2376,-130,6372,0,286.24282034157045
04:15,-55,2911,701,308,175,278,0,2256,5868,2371,-98,6323,0,285.81772103476305
04:20,-55,2848,701,308,174,279,0,2257,5916,2344,36,6254,0,286.40723677896153
04:25,-55,2797,702,309,174,279,0,2255,5953,2353,49,6284,0,287.39375359264227
04:30,-55,2816,701,308,174,279,0,2256,6018,2343,33,6250,0,287.85654816019905
04:35,-55,2809,701,310,174,278,0,2257,6126,2324,32,6184,0,288.7156858058039
04:40,-55,2804,701,310,175,279,0,2256,6226,2269,38,6169,0,290.24985678823754
04:45,-55,2766,700,309,174,278,0,2255,6285,2255,50,6214,0,291.698971820259
04:50,-55,2743,700,312,174,278,0,2256,6326,2216,89,6240,0,292.5195668693009
