Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,Carbon_Intensity_per_MW
00:00,-42,952,672,243,175,202,0,1610,14879,1934,-590,5738,0,384.36995763843834
00:05,-41,939,678,240,177,201,0,1610,14831,1867,-325,5742,0,385.2231252875326
00:10,-40,932,694,242,175,201,0,1608,14775,1786,36,5540,0,384.9998448890957
00:15,-41,909,689,242,175,201,0,1609,14781,1763,-35,5496,0,386.16388715710724
00:20,-41,875,688,241,176,201,0,1610,14786,1761,-217,5629,0,387.03438640068305
00:25,-41,835,689,240,176,201,0,1608,14732,1764,-246,5617,0,387.35216866061336
00:30,-41,792,688,241,176,201,0,1608,14735,1759,-434,5695,0,388.2606834280377
00:35,-41,752,689,240,176,202,0,1608,14694,1743,-442,5626,0,388.7407552491382
00:40,-41,714,689,241,176,202,0,1608,14630,1742,-430,5596,0,388.98503701370294
00:45,-41,686,691,241,176,202,0,1608,14546,1731,-452,5574,0,389.145052073021
00:50,-41,663,698,241,176,202,0,1607,14337,1657,-451,5732,0,390.0271594122098
00:55,-41,653,699,240,176,202,0,1607,14330,1570,-421,5652,0,391.2280659525815
01:00,-41,640,696,238,176,202,0,1607,14289,1479,-440,5677,0,392.7259092008709
01:05,-42,623,697,238,176,202,0,1607,14177,1414,-536,5935,0,394.0918486347368
01:10,-42,610,704,238,176,203,0,1606,14117,1343,-491,6078,0,395.353248633001
01:15,-42,611,701,236,176,202,0,1607,14090,1339,-500,6025,0,395.21888238854143
01:20,-42,598,695,236,176,202,0,1606,14074,1346,-670,6064,0,395.4419036095987
01:25,-42,577,703,237,176,202,0,1607,14121,1267,-729,6020,0,396.90019426906264
01:30,-42,558,703,237,176,202,0,1607,14116,1199,-761,6025,0,398.21900004061575
01:35,-42,539,701,237,176,202,0,1607,14120,1182,-835,6076,0,398.9263738939849
01:40,-42,531,680,236,176,201,0,1607,14150,1153,-915,6058,0,399.88320930421696
01:45,-42,527,678,237,176,201,0,1608,14168,1153,-1003,6023,0,399.94774114774117
01:50,-42,513,678,238,177,201,0,1607,14156,1153,-1014,5963,0,400.0047375944456
01:55,-42,493,679,239,176,201,0,1608,14163,1142,-1072,5950,0,400.4597955010225
02:00,-42,481,679,238,176,201,0,1606,14163,1097,-1155,5993,0,401.46989727008554
02:05,-41,477,679,238,176,201,0,1607,14093,1149,-1410,6122,0,400.7202640479198
02:10,-41,456,679,238,176,201,0,1608,14040,1229,-1625,6138,0,399.64932421429734
02:15,-41,431,694,238,176,201,0,1607,14009,1253,-1733,6208,0,399.50154371140724
02:20,-41,406,708,238,176,201,0,1609,13953,1252,-1782,6258,0,399.57
02:25,-41,389,708,237,176,201,0,1608,13919,1173,-1720,6252,0,400.93696345351975
02:30,-41,381,708,238,176,201,0,1609,13895,1082,-1663,6236,0,402.33183967112024
02:35,-41,398,704,238,176,201,0,1609,13853,1059,-1708,6248,0,402.3488573193329
02:40,-41,413,691,239,176,201,0,1610,13779,1054,-1761,6263,0,402.11929824561406
02:45,-41,400,691,238,176,201,0,1610,13736,1055,-1761,6230,0,402.09885647994696
02:50,-41,383,691,238,176,201,0,1610,13712,1054,-1788,6222,0,402.28639043427717
02:55,-41,363,691,238,176,201,0,1610,13737,1042,-1861,6245,0,402.93510911957515
03:00,-41,351,689,237,176,201,0,1610,13727,1033,-1859,6232,0,403.2478071087092
03:05,-41,335,693,237,176,201,0,1610,13720,1083,-1447,5804,0,401.7776650604447
03:10,-41,335,703,234,176,201,0,1609,13679,1168,-1339,5626,0,399.7783255418615
03:15,-41,338,716,233,176,201,0,1610,13680,1194,-1270,5478,0,398.7880469583778
03:20,-41,341,716,233,176,201,0,1609,13617,1204,-1405,5603,0,398.62351589429335
03:25,-41,344,716,234,176,201,0,1609,13594,1132,-1436,5608,0,399.6400290436937
03:30,-42,336,715,236,176,201,0,1608,13577,1036,-1392,5641,0,401.34199356913183
03:35,-41,317,715,237,176,200,0,1609,13546,1016,-1381,5675,0,401.9125842600146
03:40,-41,301,715,237,176,201,0,1609,13531,1008,-1382,5731,0,402.3688004118757
03:45,-42,276,713,239,177,201,0,1609,13539,1009,-1416,5807,0,402.9641833197826
03:50,-41,257,696,239,177,200,0,1609,13540,1010,-1424,5819,0,403.55977213346466
03:55,-41,245,696,238,176,201,0,1609,13540,1007,-1438,5808,0,403.80307903426393
04:00,-41,238,697,240,177,200,0,1610,13539,1009,-1397,5791,0,403.7958885884726
04:05,-41,227,699,240,177,200,0,1609,13500,1098,-1146,5620,0,402.02227017695293
04:10,-41,227,700,242,176,200,0,1609,13493,1196,-1088,5540,0,400.2090324806971
04:15,-41,225,704,242,177,200,0,1608,13499,1224,-963,5411,0,399.47830229536595
04:20,-40,228,703,241,177,200,0,1608,13518,1234,-763,5213,0,398.92557368466976
04:25,-40,243,698,241,178,199,0,1609,13572,1180,-678,5121,0,399.6220996410122
04:30,-40,238,702,240,176,198,0,1609,13568,1191,-629,5011,0,399.2247195953376
