Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,Carbon_Intensity_per_MW
00:00,-55,798,589,312,172,223,0,1141,12904,1502,-235,5214,0,391.58174266525276
00:05,-55,809,589,312,171,224,0,1170,12945,1587,323,4627,0,382.5725824346514
00:10,-56,812,589,311,171,224,0,1178,12973,1639,636,4229,0,375.2009051379892
00:15,-55,816,589,312,172,225,0,1189,12964,1637,604,4190,0,375.33529123837496
00:20,-56,814,589,312,172,224,0,1199,12988,1625,523,4161,0,376.7782692221775
00:25,-56,800,589,311,172,224,0,1210,13090,1616,438,4150,0,378.88702180908115
00:30,-56,781,588,311,173,223,0,1218,13121,1539,403,4128,0,380.98454765968916
00:35,-55,760,589,313,172,223,0,1227,13113,1440,419,4136,0,382.4667779331499
00:40,-55,733,588,313,174,223,0,1237,13092,1403,387,4200,0,383.99900573959417
00:45,-55,713,588,312,175,223,0,1249,13083,1396,345,4192,0,384.9123475264136
00:50,-55,709,588,313,175,223,0,1256,13075,1391,260,4199,0,386.4084494218337
00:55,-55,727,587,313,175,223,0,1262,12979,1388,186,4285,0,387.16491644598665
01:00,-55,761,588,315,175,223,0,1274,12647,1394,98,4606,0,387.16488242291155
01:05,-55,793,589,313,175,223,0,1287,12441,1387,1,4792,0,387.79318578381856
01:10,-55,784,589,313,175,223,0,1299,12407,1372,-52,4820,0,387.9303276805
01:15,-55,772,589,313,175,222,0,1305,12340,1367,-293,5075,0,388.52589350838804
01:20,-55,773,589,311,174,222,0,1305,12189,1367,-327,5200,0,388.1817600876392
01:25,-55,777,590,312,174,222,0,1308,11912,1378,-348,5413,0,387.16712403951703
01:30,-55,782,590,312,174,222,0,1320,11787,1374,-297,5415,0,386.35561276087157
01:35,-55,785,590,311,174,223,0,1329,11779,1373,-127,5169,0,385.40446304044633
01:40,-55,773,590,314,174,223,0,1331,11793,1402,-45,4962,0,384.5084586906603
01:45,-55,757,590,313,174,224,0,1332,11782,1405,58,4825,0,383.2006027500471
01:50,-55,744,590,313,174,223,0,1332,11783,1403,190,4651,0,380.5304060434372
01:55,-55,743,590,312,175,223,0,1332,11857,1397,157,4578,0,381.3863109597465
02:00,-55,745,589,312,174,223,0,1331,11868,1393,151,4530,0,381.4690181576826
02:05,-55,748,589,311,175,222,0,1331,11855,1381,150,4522,0,381.5451524071788
02:10,-55,753,589,313,174,222,0,1330,11884,1347,-9,4623,0,385.2484652358064
02:15,-55,750,589,311,174,222,0,1331,11871,1349,-103,4679,0,385.3719008264463
02:20,-55,740,588,312,174,222,0,1331,11756,1426,-88,4677,0,383.65501809179204
02:25,-55,741,588,312,174,222,0,1331,11794,1384,-21,4552,0,384.1571182218816
02:30,-56,750,588,313,174,222,0,1332,11854,1346,-15,4466,0,384.66128799884746
02:35,-55,746,588,311,174,223,0,1333,12093,1306,-179,4361,0,386.29523718439174
02:40,-55,749,588,314,174,222,0,1333,12327,1292,-448,4356,0,387.593148156911
02:45,-56,747,589,313,173,222,0,1333,12377,1296,-558,4382,0,387.87628477133427
02:50,-56,756,589,311,174,223,0,1332,12433,1291,-628,4383,0,388.09967558418356
02:55,-55,808,589,312,174,223,0,1333,12443,1295,-658,4317,0,386.94250387852003
03:00,-56,875,590,312,173,224,0,1331,12409,1267,-689,4292,0,386.0256953268389
03:05,-56,876,589,313,173,224,0,1332,12318,1235,-591,4301,0,386.1270757439561
03:10,-56,854,590,310,173,224,0,1332,12226,1224,-595,4425,0,386.63329232516327
03:15,-56,839,590,310,173,224,0,1332,12146,1221,-555,4468,0,386.6884577067223
03:20,-56,836,589,310,173,223,0,1322,12010,1221,-317,4392,0,386.0342396777442
03:25,-56,837,589,310,173,223,0,1294,12051,1212,-225,4203,0,386.30180463496055
03:30,-56,808,588,311,174,223,0,1293,12066,1210,-162,4146,0,386.7831617789862
03:35,-56,791,588,313,173,223,0,1286,12116,1212,-203,4104,0,387.29903318272363
03:40,-56,786,588,314,173,223,0,1287,12139,1215,-274,4141,0,387.5381485249237
03:45,-56,795,588,311,174,223,0,1288,12157,1213,-299,4138,0,387.48703058459154
03:50,-56,829,588,311,174,223,0,1288,12135,1213,-278,4085,0,386.597973136789
03:55,-57,824,588,312,174,223,0,1288,12091,1207,-265,4106,0,386.630694511899
04:00,-57,800,588,313,175,223,0,1288,12058,1212,-263,4147,0,386.924736407366
04:05,-57,798,588,312,174,223,0,1288,11956,1205,-404,4443,0,387.4911385089578
04:10,-57,787,588,313,175,223,0,1286,11939,1211,-417,4497,0,387.68436237738024
04:15,-57,789,589,312,175,223,0,1286,11955,1220,-400,4452,0,387.4252574838772
04:20,-57,781,589,312,175,224,0,1292,11950,1226,-395,4450,0,387.3257280385078
04:25,-57,772,588,313,174,225,0,1299,11954,1220,-405,4468,0,387.5575331922263
04:30,-57,783,588,313,174,225,0,1307,11966,1220,-405,4437,0,387.1802963248028
04:35,-57,794,588,312,171,225,0,1315,12036,1214,-400,4368,0,387.1102029041254
04:40,-57,810,588,312,171,225,0,1322,12032,1212,-406,4385,0,386.7624807987711
04:45,-57,828,588,312,172,225,0,1332,12081,1220,-410,4295,0,386.0814288457845
04:50,-57,860,588,312,172,226,0,1342,12108,1219,-431,4253,0,385.3512036060228
04:55,-58,859,588,312,172,226,0,1349,12124,1144,-403,4284,0,386.721198156682
05:00,-57,858,588,312,172,234,0,1356,12068,1087,-468,4464,0,387.87084429562304
05:05,-57,884,587,312,172,243,0,1364,11994,1073,-519,4587,0,387.52510370476324
05:10,-57,908,588,314,173,257,0,1375,11884,1065,-430,4622,0,386.56266424578337
05:15,-57,927,588,315,174,272,0,1383,11847,1031,-437,4727,0,386.7882050304878
05:20,-57,931,589,317,174,272,0,1394,11812,1036,-330,4644,0,385.9767430731684
05:25,-57,938,589,315,174,273,0,1404,11897,1031,-422,4653,0,386.2235131660397
05:30,-57,940,588,314,174,273,0,1413,11953,1022,-344,4541,0,386.14313678682265
05:35,-58,932,589,316,174,272,0,1421,11968,1034,-257,4470,0,385.76128970531954
05:40,-58,919,589,317,174,273,0,1432,11967,1036,-112,4354,0,385.39147585145275
05:45,-58,922,589,317,174,273,0,1442,11963,1037,-18,4263,0,384.8354662674458
05:50,-58,927,589,318,175,272,0,1453,12009,1031,72,4163,0,383.22013791773156
05:55,-58,918,588,318,175,272,0,1464,12095,1031,68,4126,0,383.5977481595535
06:00,-58,911,588,323,175,272,0,1477,12091,1059,-21,4218,0,384.49505805584874
06:05,-58,895,588,324,175,271,0,1484,11876,1138,-29,4405,0,382.7849652860905
06:10,-58,889,589,328,175,272,0,1492,11827,1174,-4,4476,0,382.06443914081143
06:15,-58,883,588,329,175,271,0,1500,11905,1202,-6,4400,0,381.7156610427986
06:20,-57,871,588,330,175,271,0,1505,11975,1214,28,4331,0,381.2552695437027
06:25,-55,875,588,329,175,272,0,1513,11994,1216,43,4323,0,380.81848404255317
06:30,-52,881,588,330,175,273,0,1522,11989,1215,95,4315,0,379.5760303173851
06:35,-48,892,588,329,175,272,0,1529,12052,1213,207,4143,0,377.04742521772056
06:40,-37,887,588,329,175,273,0,1532,12109,1217,242,4074,0,376.4577128539687
06:45,1,870,588,328,176,272,0,1534,12137,1214,256,4039,0,376.53010452632077
06:50,78,867,587,327,175,272,0,1535,12140,1208,374,3914,0,372.98872907333174
06:55,204,867,588,328,175,271,0,1535,12118,1186,508,3766,0,368.3964277320799
07:00,352,869,588,330,175,271,0,1535,12049,1129,491,3863,0,367.321173004069
07:05,525,878,590,329,175,271,0,1535,12077,1044,274,4156,0,370.9160913682065
07:10,757,900,590,328,175,272,0,1533,12071,963,85,4296,0,372.14231726426397
07:15,1043,916,589,327,175,271,0,1532,11994,937,180,4038,0,365.09732640007365
07:20,1356,946,590,327,175,270,0,1531,11912,922,145,3840,0,359.62564385577633
07:25,1643,981,590,328,175,270,0,1534,11813,918,72,3706,0,355.02095588235295
07:30,1946,1007,591,329,174,270,0,1534,11685,935,-170,3688,0,350.3923431860752
07:35,2270,983,591,327,174,270,0,1536,11237,940,-124,3783,0,343.753307998718
07:40,2634,957,591,328,174,271,0,1539,10940,934,-106,3698,0,336.83955035558614
07:45,2988,958,591,328,174,271,0,1539,10711,932,-193,3672,0,330.44644406888045
07:50,3372,974,591,328,175,271,0,1540,10496,933,-283,3561,0,323.07938097405554
07:55,3906,971,592,327,174,270,0,1540,10315,927,-487,3386,0,314.1947782094137
08:00,4566,956,596,326,174,270,0,1541,10156,906,-791,3282,0,304.93107585655247
08:05,5391,935,596,327,175,270,0,1539,9894,846,-1061,3136,0,293.6261657690792
08:10,5947,934,596,327,174,270,0,1538,9655,842,-1375,3090,0,285.44587283036833
08:15,6230,919,597,328,175,271,0,1540,9356,745,-1243,2998,0,280.4239776301992
