Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,Carbon_Intensity_per_MW
00:00,50,1296,776,223,196,288,0,2263,8404,3068,-58,4442,0,307.0498117578917
00:05,46,1298,778,225,197,289,0,2264,8299,3058,231,4489,0,303.161503471391
00:10,42,1296,778,225,197,289,0,2263,8254,2970,410,4531,0,301.7284174377564
00:15,36,1277,778,224,197,290,0,2263,8250,2973,342,4517,0,302.87692381454667
00:20,30,1288,778,224,197,290,0,2264,8268,2983,319,4487,0,302.9331029849314
00:25,28,1328,777,224,197,289,0,2264,8271,2969,370,4351,0,300.919197266471
00:30,27,1334,776,223,197,289,0,2264,8271,2974,348,4303,0,300.77115412463195
00:35,23,1338,775,224,197,289,0,2263,8241,2979,317,4270,0,300.65845736171036
00:40,20,1331,776,223,197,288,0,2263,8223,2976,224,4292,0,302.18124238733253
00:45,18,1318,777,224,197,286,0,2262,8222,2967,210,4260,0,302.4770471767294
00:50,14,1306,778,225,197,285,0,2263,8234,2979,161,4215,0,303.01541331238957
00:55,7,1285,779,223,197,286,0,2263,8234,2976,78,4244,0,304.8899733806566
01:00,-2,1250,778,224,197,286,0,2263,8232,2988,124,4153,0,303.96318471967936
01:05,-8,1222,777,224,197,286,0,2264,8170,3000,242,4041,0,301.03481154094453
01:10,-13,1182,775,223,197,285,0,2264,8104,3018,228,4073,0,301.2183014354067
01:15,-15,1155,775,223,196,285,0,2263,8028,3010,217,4125,0,301.57292917166865
01:20,-12,1140,777,223,196,285,0,2264,7960,2985,143,4220,0,303.2843078159534
01:25,-8,1122,778,223,196,286,0,2263,7918,2989,125,4215,0,303.3365273084876
01:30,1,1101,778,222,197,286,0,2263,7851,2994,210,4100,0,300.76563371709693
01:35,3,1061,778,223,197,286,0,2264,7825,2986,288,4012,0,299.3085501858736
01:40,6,1037,778,225,197,286,0,2263,7825,2963,306,3968,0,299.33943172526574
01:45,8,1002,777,227,197,286,0,2264,7821,2966,269,3993,0,300.49918049580003
01:50,7,977,776,227,197,288,0,2264,7819,2958,254,3960,0,300.96908277174754
01:55,2,957,775,226,197,288,0,2263,7819,2944,251,3967,0,301.66445028606773
02:00,2,978,776,228,197,288,0,2263,7833,2928,246,3892,0,301.1977459546089
02:05,9,993,777,228,197,289,0,2263,7880,2902,122,3947,0,304.0572523035511
02:10,9,1005,777,227,197,289,0,2261,7951,2902,0,3933,0,306.4145986917246
02:15,11,987,776,227,197,289,0,2261,7973,2895,-35,3926,0,306.9372045914922
02:20,13,971,776,225,197,287,0,2262,7947,2890,-41,3936,0,307.0488629858979
02:25,15,966,774,223,197,287,0,2263,7947,2889,-43,3878,0,306.7014411027569
02:30,14,971,773,222,197,288,0,2262,7946,2892,-36,3814,0,306.13692315750876
02:35,11,968,773,223,197,287,0,2263,7950,2888,-61,3809,0,306.26433287915313
02:40,7,958,774,222,197,287,0,2263,7927,2882,-107,3853,0,306.66132159513705
02:45,0,941,774,223,197,287,0,2262,7923,2884,-240,3984,0,307.9390243902439
02:50,-3,923,776,223,197,288,0,2263,7913,2876,-295,4013,0,308.41138448707255
02:55,-1,884,775,224,197,288,0,2263,7911,2901,-305,3979,0,308.3834012752169
03:00,1,847,775,225,197,288,0,2263,7923,2907,-267,3906,0,308.4234404536862
03:05,-1,831,774,225,197,290,0,2264,7983,2927,-247,3822,0,308.33359617305365
03:10,-5,817,773,227,197,290,0,2263,8025,2956,-355,3873,0,308.91735925984005
03:15,-10,802,772,226,197,291,0,2263,8043,2952,-284,3760,0,308.5629240073626
03:20,-11,794,774,226,198,291,0,2263,8037,2974,-269,3733,0,308.06737196694564
