Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,Carbon_Intensity_per_MW
00:00,-57,3683,813,261,200,176,0,2265,11830,1679,-440,3051,0,311.9269195189639
00:05,-57,3605,813,262,200,179,0,2264,11597,1592,-191,3384,0,314.16789644558753
00:10,-57,3547,814,261,201,187,0,2264,11442,1528,-116,3618,0,315.8722703273495
00:15,-57,3539,813,261,201,184,0,2265,11273,1493,-182,3844,0,316.4423994258939
00:20,-57,3544,814,263,202,185,0,2264,11193,1515,-210,3852,0,315.5541083435531
00:25,-57,3541,813,263,201,185,0,2265,11137,1514,-182,3843,0,315.1419603851211
00:30,-57,3527,814,264,201,185,0,2265,11125,1500,-228,3840,0,315.3737253569001
00:35,-57,3534,813,265,200,184,0,2265,11134,1495,-311,3786,0,315.11459220160054
00:40,-57,3532,813,266,200,204,0,2264,11130,1510,-404,3786,0,314.93408791115274
00:45,-57,3561,813,263,201,213,0,2265,11158,1502,-575,3834,0,315.1372632114252
00:50,-57,3548,813,260,201,212,0,2267,11163,1488,-598,3799,0,315.29954543523513
00:55,-57,3547,813,264,201,212,0,2267,10962,1502,-500,3846,0,313.89368430048717
01:00,-57,3554,813,262,202,199,0,2267,11001,1514,-488,3711,0,313.16420854055906
01:05,-57,3589,813,263,201,184,0,2266,11409,1369,-950,3760,0,317.83438952260246
01:10,-57,3609,813,260,202,184,0,2266,11631,1153,-1093,3835,0,322.279692035845
01:15,-57,3634,812,262,201,182,0,2267,11528,1164,-1118,3879,0,321.31907188276415
01:20,-57,3638,812,264,201,183,0,2266,11325,1153,-1056,3996,0,320.5992813358698
01:25,-56,3604,812,261,200,183,0,2267,11122,1156,-865,3958,0,319.3311377245509
01:30,-57,3623,812,263,200,183,0,2267,10987,1162,-778,3936,0,317.8814623655914
01:35,-57,3662,812,261,200,184,0,2267,10981,1159,-798,3835,0,316.79207835354015
