Log: /scratch2/09796/shuyuanfan4814/carbon/out/frontera-scaling.7953217.20260924T122248Z.kENGh5
Slurm job: 7953217
Host: c210-022.frontera.tacc.utexas.edu
ASSUMED scaling profile: xl/e050; efficiency32/4=50%; T16=110h; seed=11; rho=1.0
Fixed source: /scratch2/09796/shuyuanfan4814/carbon/results/scaling-v2-xl-e050-frontera-c84-fixed-max48
PPO output: /scratch2/09796/shuyuanfan4814/carbon/results/scaling-v2-xl-e050-frontera-c84-max48-weighted-seed11
Fixed requests 48h; dynamic requests rounded planned duration. All returned curves must disclose both rules.
frontera-train-0013 Fixed-32: completed, chunks=2
frontera-train-0014 Fixed-4: completed, chunks=6
frontera-train-0014 Fixed-8: completed, chunks=4
frontera-train-0014 Fixed-16: completed, chunks=3
frontera-train-0014 Fixed-32: completed, chunks=2
frontera-train-0015 Fixed-4: completed, chunks=6
frontera-train-0015 Fixed-8: completed, chunks=4
frontera-train-0015 Fixed-16: completed, chunks=3
frontera-train-0015 Fixed-32: completed, chunks=2
frontera-train-0016 Fixed-4: completed, chunks=6
frontera-train-0016 Fixed-8: completed, chunks=4
frontera-train-0016 Fixed-16: completed, chunks=3
frontera-train-0016 Fixed-32: completed, chunks=2
frontera-train-0017 Fixed-4: completed, chunks=6
frontera-train-0017 Fixed-8: completed, chunks=4
frontera-train-0017 Fixed-16: completed, chunks=3
frontera-train-0017 Fixed-32: completed, chunks=2
frontera-train-0018 Fixed-4: completed, chunks=6
frontera-train-0018 Fixed-8: completed, chunks=4
frontera-train-0018 Fixed-16: completed, chunks=3
frontera-train-0018 Fixed-32: completed, chunks=2
frontera-train-0019 Fixed-4: completed, chunks=6
frontera-train-0019 Fixed-8: completed, chunks=4
frontera-train-0019 Fixed-16: completed, chunks=3
frontera-train-0019 Fixed-32: completed, chunks=2
frontera-train-0020 Fixed-4: completed, chunks=6
frontera-train-0020 Fixed-8: completed, chunks=4
frontera-train-0020 Fixed-16: completed, chunks=3
frontera-train-0020 Fixed-32: completed, chunks=2
frontera-train-0021 Fixed-4: completed, chunks=6
frontera-train-0021 Fixed-8: completed, chunks=4
frontera-train-0021 Fixed-16: completed, chunks=3
frontera-train-0021 Fixed-32: completed, chunks=2
frontera-train-0022 Fixed-4: completed, chunks=6
frontera-train-0022 Fixed-8: completed, chunks=4
frontera-train-0022 Fixed-16: completed, chunks=3
frontera-train-0022 Fixed-32: completed, chunks=2
frontera-train-0023 Fixed-4: completed, chunks=6
frontera-train-0023 Fixed-8: completed, chunks=4
frontera-train-0023 Fixed-16: completed, chunks=3
frontera-train-0023 Fixed-32: completed, chunks=2
frontera-train-0024 Fixed-4: completed, chunks=6
frontera-train-0024 Fixed-8: completed, chunks=4
frontera-train-0024 Fixed-16: completed, chunks=3
frontera-train-0024 Fixed-32: completed, chunks=2
frontera-train-0025 Fixed-4: completed, chunks=6
frontera-train-0025 Fixed-8: completed, chunks=4
frontera-train-0025 Fixed-16: completed, chunks=3
frontera-train-0025 Fixed-32: completed, chunks=2
frontera-train-0026 Fixed-4: completed, chunks=6
frontera-train-0026 Fixed-8: completed, chunks=4
frontera-train-0026 Fixed-16: completed, chunks=3
frontera-train-0026 Fixed-32: completed, chunks=2
frontera-train-0027 Fixed-4: completed, chunks=6
frontera-train-0027 Fixed-8: completed, chunks=4
frontera-train-0027 Fixed-16: completed, chunks=3
frontera-train-0027 Fixed-32: completed, chunks=2
frontera-train-0028 Fixed-4: completed, chunks=6
frontera-train-0028 Fixed-8: completed, chunks=4
frontera-train-0028 Fixed-16: completed, chunks=3
frontera-train-0028 Fixed-32: completed, chunks=2
frontera-train-0029 Fixed-4: completed, chunks=6
frontera-train-0029 Fixed-8: completed, chunks=4
frontera-train-0029 Fixed-16: completed, chunks=3
frontera-train-0029 Fixed-32: completed, chunks=2
frontera-train-0030 Fixed-4: completed, chunks=6
frontera-train-0030 Fixed-8: completed, chunks=4
frontera-train-0030 Fixed-16: completed, chunks=3
frontera-train-0030 Fixed-32: completed, chunks=2
frontera-train-0031 Fixed-4: completed, chunks=6
frontera-train-0031 Fixed-8: completed, chunks=4
frontera-train-0031 Fixed-16: completed, chunks=3
frontera-train-0031 Fixed-32: completed, chunks=2
frontera-train-0032 Fixed-4: completed, chunks=6
frontera-train-0032 Fixed-8: completed, chunks=4
frontera-train-0032 Fixed-16: completed, chunks=3
frontera-train-0032 Fixed-32: completed, chunks=2
frontera-train-0033 Fixed-4: completed, chunks=6
frontera-train-0033 Fixed-8: completed, chunks=4
frontera-train-0033 Fixed-16: completed, chunks=3
frontera-train-0033 Fixed-32: completed, chunks=2
frontera-train-0034 Fixed-4: completed, chunks=6
frontera-train-0034 Fixed-8: completed, chunks=4
frontera-train-0034 Fixed-16: completed, chunks=3
frontera-train-0034 Fixed-32: completed, chunks=2
frontera-train-0035 Fixed-4: completed, chunks=6
frontera-train-0035 Fixed-8: completed, chunks=4
frontera-train-0035 Fixed-16: completed, chunks=3
frontera-train-0035 Fixed-32: completed, chunks=2
frontera-train-0036 Fixed-4: completed, chunks=6
frontera-train-0036 Fixed-8: completed, chunks=4
frontera-train-0036 Fixed-16: completed, chunks=3
frontera-train-0036 Fixed-32: completed, chunks=2
frontera-train-0037 Fixed-4: completed, chunks=6
frontera-train-0037 Fixed-8: completed, chunks=4
frontera-train-0037 Fixed-16: completed, chunks=3
frontera-train-0037 Fixed-32: completed, chunks=2
frontera-train-0038 Fixed-4: completed, chunks=6
frontera-train-0038 Fixed-8: completed, chunks=4
frontera-train-0038 Fixed-16: completed, chunks=3
frontera-train-0038 Fixed-32: completed, chunks=2
frontera-train-0039 Fixed-4: completed, chunks=6
frontera-train-0039 Fixed-8: completed, chunks=4
frontera-train-0039 Fixed-16: completed, chunks=3
frontera-train-0039 Fixed-32: completed, chunks=2
frontera-train-0040 Fixed-4: completed, chunks=6
frontera-train-0040 Fixed-8: completed, chunks=4
frontera-train-0040 Fixed-16: completed, chunks=3
frontera-train-0040 Fixed-32: completed, chunks=2
frontera-train-0041 Fixed-4: completed, chunks=6
frontera-train-0041 Fixed-8: completed, chunks=4
frontera-train-0041 Fixed-16: completed, chunks=3
frontera-train-0041 Fixed-32: completed, chunks=2
frontera-train-0042 Fixed-4: completed, chunks=6
frontera-train-0042 Fixed-8: completed, chunks=4
frontera-train-0042 Fixed-16: completed, chunks=3
frontera-train-0042 Fixed-32: completed, chunks=2
frontera-train-0043 Fixed-4: completed, chunks=6
frontera-train-0043 Fixed-8: completed, chunks=4
frontera-train-0043 Fixed-16: completed, chunks=3
frontera-train-0043 Fixed-32: completed, chunks=2
frontera-train-0044 Fixed-4: completed, chunks=6
frontera-train-0044 Fixed-8: completed, chunks=4
frontera-train-0044 Fixed-16: completed, chunks=3
frontera-train-0044 Fixed-32: completed, chunks=2
frontera-train-0045 Fixed-4: completed, chunks=6
frontera-train-0045 Fixed-8: completed, chunks=4
frontera-train-0045 Fixed-16: completed, chunks=3
frontera-train-0045 Fixed-32: completed, chunks=2
frontera-train-0046 Fixed-4: completed, chunks=6
frontera-train-0046 Fixed-8: completed, chunks=4
frontera-train-0046 Fixed-16: completed, chunks=3
frontera-train-0046 Fixed-32: completed, chunks=2
frontera-train-0047 Fixed-4: completed, chunks=6
frontera-train-0047 Fixed-8: completed, chunks=4
frontera-train-0047 Fixed-16: completed, chunks=3
frontera-train-0047 Fixed-32: completed, chunks=2
frontera-train-0048 Fixed-4: completed, chunks=6
frontera-train-0048 Fixed-8: completed, chunks=4
frontera-train-0048 Fixed-16: completed, chunks=3
frontera-train-0048 Fixed-32: completed, chunks=2
frontera-train-0049 Fixed-4: completed, chunks=6
frontera-train-0049 Fixed-8: completed, chunks=4
frontera-train-0049 Fixed-16: completed, chunks=3
frontera-train-0049 Fixed-32: completed, chunks=2
frontera-train-0050 Fixed-4: completed, chunks=6
frontera-train-0050 Fixed-8: completed, chunks=4
frontera-train-0050 Fixed-16: completed, chunks=3
frontera-train-0050 Fixed-32: completed, chunks=2
frontera-train-0051 Fixed-4: completed, chunks=6
frontera-train-0051 Fixed-8: completed, chunks=4
frontera-train-0051 Fixed-16: completed, chunks=3
frontera-train-0051 Fixed-32: completed, chunks=2
frontera-train-0052 Fixed-4: completed, chunks=6
frontera-train-0052 Fixed-8: completed, chunks=4
frontera-train-0052 Fixed-16: completed, chunks=3
frontera-train-0052 Fixed-32: completed, chunks=2
frontera-train-0053 Fixed-4: completed, chunks=6
frontera-train-0053 Fixed-8: completed, chunks=4
frontera-train-0053 Fixed-16: completed, chunks=3
frontera-train-0053 Fixed-32: completed, chunks=2
frontera-train-0054 Fixed-4: completed, chunks=6
frontera-train-0054 Fixed-8: completed, chunks=4
frontera-train-0054 Fixed-16: completed, chunks=3
frontera-train-0054 Fixed-32: completed, chunks=2
frontera-train-0055 Fixed-4: completed, chunks=6
frontera-train-0055 Fixed-8: completed, chunks=4
frontera-train-0055 Fixed-16: completed, chunks=3
frontera-train-0055 Fixed-32: completed, chunks=2
frontera-train-0056 Fixed-4: completed, chunks=6
frontera-train-0056 Fixed-8: completed, chunks=4
frontera-train-0056 Fixed-16: completed, chunks=3
frontera-train-0056 Fixed-32: completed, chunks=2
frontera-train-0057 Fixed-4: completed, chunks=6
frontera-train-0057 Fixed-8: completed, chunks=4
frontera-train-0057 Fixed-16: completed, chunks=3
frontera-train-0057 Fixed-32: completed, chunks=2
frontera-train-0058 Fixed-4: completed, chunks=6
frontera-train-0058 Fixed-8: completed, chunks=4
frontera-train-0058 Fixed-16: completed, chunks=3
frontera-train-0058 Fixed-32: completed, chunks=2
frontera-train-0059 Fixed-4: completed, chunks=6
frontera-train-0059 Fixed-8: completed, chunks=4
frontera-train-0059 Fixed-16: completed, chunks=3
frontera-train-0059 Fixed-32: completed, chunks=2
frontera-train-0060 Fixed-4: completed, chunks=6
frontera-train-0060 Fixed-8: completed, chunks=4
frontera-train-0060 Fixed-16: completed, chunks=3
frontera-train-0060 Fixed-32: completed, chunks=2
frontera-train-0061 Fixed-4: completed, chunks=6
frontera-train-0061 Fixed-8: completed, chunks=4
frontera-train-0061 Fixed-16: completed, chunks=3
frontera-train-0061 Fixed-32: completed, chunks=2
frontera-train-0062 Fixed-4: completed, chunks=6
frontera-train-0062 Fixed-8: completed, chunks=4
frontera-train-0062 Fixed-16: completed, chunks=3
frontera-train-0062 Fixed-32: completed, chunks=2
frontera-train-0063 Fixed-4: completed, chunks=6
frontera-train-0063 Fixed-8: completed, chunks=4
frontera-train-0063 Fixed-16: completed, chunks=3
frontera-train-0063 Fixed-32: completed, chunks=2
frontera-train-0064 Fixed-4: completed, chunks=6
frontera-train-0064 Fixed-8: completed, chunks=4
frontera-train-0064 Fixed-16: completed, chunks=3
frontera-train-0064 Fixed-32: completed, chunks=2
frontera-train-0065 Fixed-4: completed, chunks=6
frontera-train-0065 Fixed-8: completed, chunks=4
frontera-train-0065 Fixed-16: completed, chunks=3
frontera-train-0065 Fixed-32: completed, chunks=2
frontera-train-0066 Fixed-4: completed, chunks=6
frontera-train-0066 Fixed-8: completed, chunks=4
frontera-train-0066 Fixed-16: completed, chunks=3
frontera-train-0066 Fixed-32: completed, chunks=2
frontera-train-0067 Fixed-4: completed, chunks=6
frontera-train-0067 Fixed-8: completed, chunks=4
frontera-train-0067 Fixed-16: completed, chunks=3
frontera-train-0067 Fixed-32: completed, chunks=2
frontera-train-0068 Fixed-4: completed, chunks=6
frontera-train-0068 Fixed-8: completed, chunks=4
frontera-train-0068 Fixed-16: completed, chunks=3
frontera-train-0068 Fixed-32: completed, chunks=2
frontera-train-0069 Fixed-4: completed, chunks=6
frontera-train-0069 Fixed-8: completed, chunks=4
frontera-train-0069 Fixed-16: completed, chunks=3
frontera-train-0069 Fixed-32: completed, chunks=2
frontera-train-0070 Fixed-4: completed, chunks=6
frontera-train-0070 Fixed-8: completed, chunks=4
frontera-train-0070 Fixed-16: completed, chunks=3
frontera-train-0070 Fixed-32: completed, chunks=2
frontera-train-0071 Fixed-4: completed, chunks=6
frontera-train-0071 Fixed-8: completed, chunks=4
frontera-train-0071 Fixed-16: completed, chunks=3
frontera-train-0071 Fixed-32: completed, chunks=2
frontera-train-0072 Fixed-4: completed, chunks=6
frontera-train-0072 Fixed-8: completed, chunks=4
frontera-train-0072 Fixed-16: completed, chunks=3
frontera-train-0072 Fixed-32: completed, chunks=2
Fixed train: 73 arrivals, 292 outcomes, 361.1s
frontera-validation-0000 Fixed-4: completed, chunks=6
frontera-validation-0000 Fixed-8: completed, chunks=4
frontera-validation-0000 Fixed-16: completed, chunks=3
frontera-validation-0000 Fixed-32: completed, chunks=2
frontera-validation-0001 Fixed-4: completed, chunks=6
frontera-validation-0001 Fixed-8: completed, chunks=4
frontera-validation-0001 Fixed-16: completed, chunks=3
frontera-validation-0001 Fixed-32: completed, chunks=2
frontera-validation-0002 Fixed-4: completed, chunks=6
frontera-validation-0002 Fixed-8: completed, chunks=4
frontera-validation-0002 Fixed-16: completed, chunks=3
frontera-validation-0002 Fixed-32: completed, chunks=2
frontera-validation-0003 Fixed-4: completed, chunks=6
frontera-validation-0003 Fixed-8: completed, chunks=4
frontera-validation-0003 Fixed-16: completed, chunks=3
frontera-validation-0003 Fixed-32: completed, chunks=2
frontera-validation-0004 Fixed-4: completed, chunks=6
frontera-validation-0004 Fixed-8: completed, chunks=4
frontera-validation-0004 Fixed-16: completed, chunks=3
frontera-validation-0004 Fixed-32: completed, chunks=2
frontera-validation-0005 Fixed-4: completed, chunks=6
frontera-validation-0005 Fixed-8: completed, chunks=4
frontera-validation-0005 Fixed-16: completed, chunks=3
frontera-validation-0005 Fixed-32: completed, chunks=2
frontera-validation-0006 Fixed-4: completed, chunks=6
frontera-validation-0006 Fixed-8: completed, chunks=4
frontera-validation-0006 Fixed-16: completed, chunks=3
frontera-validation-0006 Fixed-32: completed, chunks=2
frontera-validation-0007 Fixed-4: completed, chunks=6
frontera-validation-0007 Fixed-8: completed, chunks=4
frontera-validation-0007 Fixed-16: completed, chunks=3
frontera-validation-0007 Fixed-32: completed, chunks=2
frontera-validation-0008 Fixed-4: completed, chunks=6
frontera-validation-0008 Fixed-8: completed, chunks=4
frontera-validation-0008 Fixed-16: completed, chunks=3
frontera-validation-0008 Fixed-32: completed, chunks=2
frontera-validation-0009 Fixed-4: completed, chunks=6
frontera-validation-0009 Fixed-8: completed, chunks=4
frontera-validation-0009 Fixed-16: completed, chunks=3
frontera-validation-0009 Fixed-32: completed, chunks=2
frontera-validation-0010 Fixed-4: completed, chunks=6
frontera-validation-0010 Fixed-8: completed, chunks=4
frontera-validation-0010 Fixed-16: completed, chunks=3
frontera-validation-0010 Fixed-32: completed, chunks=2
frontera-validation-0011 Fixed-4: completed, chunks=6
frontera-validation-0011 Fixed-8: completed, chunks=4
frontera-validation-0011 Fixed-16: completed, chunks=3
frontera-validation-0011 Fixed-32: completed, chunks=2
frontera-validation-0012 Fixed-4: completed, chunks=6
frontera-validation-0012 Fixed-8: completed, chunks=4
frontera-validation-0012 Fixed-16: completed, chunks=3
frontera-validation-0012 Fixed-32: completed, chunks=2
frontera-validation-0013 Fixed-4: completed, chunks=6
frontera-validation-0013 Fixed-8: completed, chunks=4
frontera-validation-0013 Fixed-16: completed, chunks=3
frontera-validation-0013 Fixed-32: completed, chunks=2
frontera-validation-0014 Fixed-4: completed, chunks=6
frontera-validation-0014 Fixed-8: completed, chunks=4
frontera-validation-0014 Fixed-16: completed, chunks=3
frontera-validation-0014 Fixed-32: completed, chunks=2
frontera-validation-0015 Fixed-4: completed, chunks=6
frontera-validation-0015 Fixed-8: completed, chunks=4
frontera-validation-0015 Fixed-16: completed, chunks=3
frontera-validation-0015 Fixed-32: completed, chunks=2
frontera-validation-0016 Fixed-4: completed, chunks=6
frontera-validation-0016 Fixed-8: completed, chunks=4
frontera-validation-0016 Fixed-16: completed, chunks=3
frontera-validation-0016 Fixed-32: completed, chunks=2
frontera-validation-0017 Fixed-4: completed, chunks=6
frontera-validation-0017 Fixed-8: completed, chunks=4
frontera-validation-0017 Fixed-16: completed, chunks=3
frontera-validation-0017 Fixed-32: completed, chunks=2
frontera-validation-0018 Fixed-4: completed, chunks=6
frontera-validation-0018 Fixed-8: completed, chunks=4
frontera-validation-0018 Fixed-16: completed, chunks=3
frontera-validation-0018 Fixed-32: completed, chunks=2
frontera-validation-0019 Fixed-4: completed, chunks=6
frontera-validation-0019 Fixed-8: completed, chunks=4
frontera-validation-0019 Fixed-16: completed, chunks=3
frontera-validation-0019 Fixed-32: completed, chunks=2
frontera-validation-0020 Fixed-4: completed, chunks=6
frontera-validation-0020 Fixed-8: completed, chunks=4
frontera-validation-0020 Fixed-16: completed, chunks=3
frontera-validation-0020 Fixed-32: completed, chunks=2
frontera-validation-0021 Fixed-4: completed, chunks=6
frontera-validation-0021 Fixed-8: completed, chunks=4
frontera-validation-0021 Fixed-16: completed, chunks=3
frontera-validation-0021 Fixed-32: completed, chunks=2
frontera-validation-0022 Fixed-4: completed, chunks=6
frontera-validation-0022 Fixed-8: completed, chunks=4
frontera-validation-0022 Fixed-16: completed, chunks=3
frontera-validation-0022 Fixed-32: completed, chunks=2
frontera-validation-0023 Fixed-4: completed, chunks=6
frontera-validation-0023 Fixed-8: completed, chunks=4
frontera-validation-0023 Fixed-16: completed, chunks=3
frontera-validation-0023 Fixed-32: completed, chunks=2
Fixed validation: 24 arrivals, 96 outcomes, 423.9s
Old-GPT fixed preparation complete. No wait probes or planner fitting.
weighted observe 1/64: episodes=80, chunks=274, optimizer_steps=0
weighted observe 2/64: episodes=160, chunks=522, optimizer_steps=0
weighted observe 3/64: episodes=240, chunks=772, optimizer_steps=0
weighted observe 4/64: episodes=320, chunks=1038, optimizer_steps=0
weighted observe 5/64: episodes=400, chunks=1298, optimizer_steps=0
Frozen reward means: TAT=139.279545h, carbon=637853.773255, n=400
weighted train 6/64: episodes=480, chunks=1544, optimizer_steps=20
weighted train 7/64: episodes=560, chunks=1807, optimizer_steps=20
weighted train 8/64: episodes=640, chunks=2065, optimizer_steps=20
weighted train 9/64: episodes=720, chunks=2309, optimizer_steps=20
weighted train 10/64: episodes=800, chunks=2545, optimizer_steps=20
weighted train 11/64: episodes=880, chunks=2779, optimizer_steps=20
weighted train 12/64: episodes=960, chunks=3012, optimizer_steps=20
weighted train 13/64: episodes=1040, chunks=3252, optimizer_steps=20
weighted train 14/64: episodes=1120, chunks=3490, optimizer_steps=20
weighted train 15/64: episodes=1200, chunks=3738, optimizer_steps=20
weighted train 16/64: episodes=1280, chunks=3998, optimizer_steps=20
weighted train 17/64: episodes=1360, chunks=4271, optimizer_steps=20
weighted train 18/64: episodes=1440, chunks=4532, optimizer_steps=20
weighted train 19/64: episodes=1520, chunks=4801, optimizer_steps=20
weighted train 20/64: episodes=1600, chunks=5072, optimizer_steps=20
weighted train 21/64: episodes=1680, chunks=5345, optimizer_steps=20
weighted train 22/64: episodes=1760, chunks=5617, optimizer_steps=20
weighted train 23/64: episodes=1840, chunks=5894, optimizer_steps=20
weighted train 24/64: episodes=1920, chunks=6161, optimizer_steps=20
weighted train 25/64: episodes=2000, chunks=6430, optimizer_steps=20
weighted train 26/64: episodes=2080, chunks=6699, optimizer_steps=20
weighted train 27/64: episodes=2160, chunks=6972, optimizer_steps=20
weighted train 28/64: episodes=2240, chunks=7242, optimizer_steps=20
weighted train 29/64: episodes=2320, chunks=7512, optimizer_steps=20
weighted train 30/64: episodes=2400, chunks=7780, optimizer_steps=20
weighted train 31/64: episodes=2480, chunks=8046, optimizer_steps=20
weighted train 32/64: episodes=2560, chunks=8314, optimizer_steps=20
weighted train 33/64: episodes=2640, chunks=8584, optimizer_steps=20
weighted train 34/64: episodes=2720, chunks=8858, optimizer_steps=20
weighted train 35/64: episodes=2800, chunks=9127, optimizer_steps=20
weighted train 36/64: episodes=2880, chunks=9391, optimizer_steps=20
weighted train 37/64: episodes=2960, chunks=9660, optimizer_steps=20
weighted train 38/64: episodes=3040, chunks=9927, optimizer_steps=20
weighted train 39/64: episodes=3120, chunks=10192, optimizer_steps=20
weighted train 40/64: episodes=3200, chunks=10460, optimizer_steps=20
weighted train 41/64: episodes=3280, chunks=10726, optimizer_steps=20
weighted train 42/64: episodes=3360, chunks=10991, optimizer_steps=20
weighted train 43/64: episodes=3440, chunks=11259, optimizer_steps=20
weighted train 44/64: episodes=3520, chunks=11525, optimizer_steps=20
weighted train 45/64: episodes=3600, chunks=11790, optimizer_steps=20
weighted train 46/64: episodes=3680, chunks=12056, optimizer_steps=20
weighted train 47/64: episodes=3760, chunks=12321, optimizer_steps=20
weighted train 48/64: episodes=3840, chunks=12588, optimizer_steps=20
weighted train 49/64: episodes=3920, chunks=12865, optimizer_steps=20
weighted train 50/64: episodes=4000, chunks=13149, optimizer_steps=20
weighted train 51/64: episodes=4080, chunks=13424, optimizer_steps=20
weighted train 52/64: episodes=4160, chunks=13691, optimizer_steps=20
weighted train 53/64: episodes=4240, chunks=13956, optimizer_steps=20
weighted train 54/64: episodes=4320, chunks=14220, optimizer_steps=20
weighted train 55/64: episodes=4400, chunks=14489, optimizer_steps=20
weighted train 56/64: episodes=4480, chunks=14761, optimizer_steps=20
weighted train 57/64: episodes=4560, chunks=15026, optimizer_steps=20
weighted train 58/64: episodes=4640, chunks=15296, optimizer_steps=20
weighted train 59/64: episodes=4720, chunks=15566, optimizer_steps=20
weighted train 60/64: episodes=4800, chunks=15832, optimizer_steps=20
weighted train 61/64: episodes=4880, chunks=16103, optimizer_steps=20
weighted train 62/64: episodes=4960, chunks=16371, optimizer_steps=20
weighted train 63/64: episodes=5040, chunks=16639, optimizer_steps=20
weighted train 64/64: episodes=5120, chunks=16909, optimizer_steps=20
weighted validation 16: frontera-validation-0000 alpha=0.0: completed
weighted validation 16: frontera-validation-0000 alpha=0.2: completed
weighted validation 16: frontera-validation-0000 alpha=0.5: completed
weighted validation 16: frontera-validation-0000 alpha=0.8: completed
weighted validation 16: frontera-validation-0000 alpha=1.0: completed
weighted validation 16: frontera-validation-0001 alpha=0.0: completed
weighted validation 16: frontera-validation-0001 alpha=0.2: completed
weighted validation 16: frontera-validation-0001 alpha=0.5: completed
weighted validation 16: frontera-validation-0001 alpha=0.8: completed
weighted validation 16: frontera-validation-0001 alpha=1.0: completed
weighted validation 16: frontera-validation-0002 alpha=0.0: completed
weighted validation 16: frontera-validation-0002 alpha=0.2: completed
weighted validation 16: frontera-validation-0002 alpha=0.5: completed
weighted validation 16: frontera-validation-0002 alpha=0.8: completed
weighted validation 16: frontera-validation-0002 alpha=1.0: completed
weighted validation 16: frontera-validation-0003 alpha=0.0: completed
weighted validation 16: frontera-validation-0003 alpha=0.2: completed
weighted validation 16: frontera-validation-0003 alpha=0.5: completed
weighted validation 16: frontera-validation-0003 alpha=0.8: completed
weighted validation 16: frontera-validation-0003 alpha=1.0: completed
weighted validation 16: frontera-validation-0004 alpha=0.0: completed
weighted validation 16: frontera-validation-0004 alpha=0.2: completed
weighted validation 16: frontera-validation-0004 alpha=0.5: completed
weighted validation 16: frontera-validation-0004 alpha=0.8: completed
weighted validation 16: frontera-validation-0004 alpha=1.0: completed
weighted validation 16: frontera-validation-0005 alpha=0.0: completed
weighted validation 16: frontera-validation-0005 alpha=0.2: completed
weighted validation 16: frontera-validation-0005 alpha=0.5: completed
weighted validation 16: frontera-validation-0005 alpha=0.8: completed
weighted validation 16: frontera-validation-0005 alpha=1.0: completed
weighted validation 16: frontera-validation-0006 alpha=0.0: completed
weighted validation 16: frontera-validation-0006 alpha=0.2: completed
weighted validation 16: frontera-validation-0006 alpha=0.5: completed
weighted validation 16: frontera-validation-0006 alpha=0.8: completed
weighted validation 16: frontera-validation-0006 alpha=1.0: completed
weighted validation 16: frontera-validation-0007 alpha=0.0: completed
weighted validation 16: frontera-validation-0007 alpha=0.2: completed
weighted validation 16: frontera-validation-0007 alpha=0.5: completed
weighted validation 16: frontera-validation-0007 alpha=0.8: completed
weighted validation 16: frontera-validation-0007 alpha=1.0: completed
weighted validation 16: frontera-validation-0008 alpha=0.0: completed
weighted validation 16: frontera-validation-0008 alpha=0.2: completed
weighted validation 16: frontera-validation-0008 alpha=0.5: completed
weighted validation 16: frontera-validation-0008 alpha=0.8: completed
weighted validation 16: frontera-validation-0008 alpha=1.0: completed
weighted validation 16: frontera-validation-0009 alpha=0.0: completed
weighted validation 16: frontera-validation-0009 alpha=0.2: completed
weighted validation 16: frontera-validation-0009 alpha=0.5: completed
